Longitude,Latitude,MAX_REL_HUMIDITY,SPEED_MAX_GUST,Province,Date,MEAN_TEMPERATURE,Name,Climate ID,Station ID
-72.68333333333334,46.36666666666667,,41.0,QC,2014-02-05 00:00:00,-13.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-02-06 00:00:00,-19.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,54.0,QC,2014-02-07 00:00:00,-12.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-02-08 00:00:00,-15.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-09 00:00:00,-15.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-10 00:00:00,-16.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-11 00:00:00,-19.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-12 00:00:00,-21.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-02-13 00:00:00,-14.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-02-14 00:00:00,-6.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-15 00:00:00,-9.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-02-16 00:00:00,-10.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-17 00:00:00,-15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-18 00:00:00,-16.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-19 00:00:00,-3.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-02-20 00:00:00,-4.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-02-21 00:00:00,-2.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,57.0,QC,2014-02-22 00:00:00,0.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-02-23 00:00:00,-3.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-02-24 00:00:00,-8.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-25 00:00:00,-15.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,52.0,QC,2014-02-26 00:00:00,-17.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-02-27 00:00:00,-17.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-02-28 00:00:00,-18.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-01 00:00:00,-14.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-02 00:00:00,-17.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-03-03 00:00:00,-20.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-03-04 00:00:00,-16.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-05 00:00:00,-18.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-06 00:00:00,-20.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-03-07 00:00:00,-14.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-03-08 00:00:00,-4.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-03-09 00:00:00,-12.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-10 00:00:00,-4.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-03-11 00:00:00,0.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,56.0,QC,2014-03-12 00:00:00,-6.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,48.0,QC,2014-03-13 00:00:00,-13.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-14 00:00:00,-15.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-03-15 00:00:00,-2.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-03-16 00:00:00,-15.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-17 00:00:00,-17.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-18 00:00:00,-14.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-03-19 00:00:00,-6.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-03-20 00:00:00,0.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-03-21 00:00:00,-3.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-22 00:00:00,-7.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-03-23 00:00:00,-13.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-03-24 00:00:00,-17.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-03-25 00:00:00,-11.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-03-26 00:00:00,-7.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-03-27 00:00:00,-12.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-03-28 00:00:00,-1.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-03-29 00:00:00,0.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,61.0,QC,2014-03-30 00:00:00,-1.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-03-31 00:00:00,0.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-04-01 00:00:00,-1.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,52.0,QC,2014-04-02 00:00:00,1.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-04-03 00:00:00,-0.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-04-04 00:00:00,-0.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-04-05 00:00:00,2.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-04-06 00:00:00,1.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-04-07 00:00:00,5.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-04-08 00:00:00,3.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-04-09 00:00:00,-1.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,61.0,QC,2014-04-10 00:00:00,1.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-04-11 00:00:00,4.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-04-12 00:00:00,5.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-04-13 00:00:00,1.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-04-14 00:00:00,8.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-04-15 00:00:00,4.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-16 00:00:00,,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-17 00:00:00,-2.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-18 00:00:00,2.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-04-19 00:00:00,2.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-20 00:00:00,1.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-04-21 00:00:00,9.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-04-22 00:00:00,6.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-04-23 00:00:00,7.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,48.0,QC,2014-04-24 00:00:00,6.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-25 00:00:00,5.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-04-26 00:00:00,3.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-04-27 00:00:00,5.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,54.0,QC,2014-04-28 00:00:00,6.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-04-29 00:00:00,8.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-04-30 00:00:00,8.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-05-01 00:00:00,9.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,48.0,QC,2014-05-02 00:00:00,10.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-05-03 00:00:00,11.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-05-04 00:00:00,9.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-05-05 00:00:00,9.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-05-06 00:00:00,9.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-05-07 00:00:00,7.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-05-08 00:00:00,9.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-05-09 00:00:00,10.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,54.0,QC,2014-05-10 00:00:00,18.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,54.0,QC,2014-05-11 00:00:00,15.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-05-12 00:00:00,11.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-05-13 00:00:00,11.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-05-14 00:00:00,16.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,52.0,QC,2014-05-15 00:00:00,20.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-05-16 00:00:00,20.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-05-17 00:00:00,12.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-05-18 00:00:00,10.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-05-19 00:00:00,11.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-05-20 00:00:00,12.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-05-21 00:00:00,14.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-05-22 00:00:00,15.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-05-23 00:00:00,15.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-05-24 00:00:00,15.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,,QC,2014-05-25 00:00:00,15.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-05-26 00:00:00,15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-05-27 00:00:00,9.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-05-28 00:00:00,11.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-05-29 00:00:00,11.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,48.0,QC,2014-05-30 00:00:00,14.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-05-31 00:00:00,11.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-01 00:00:00,15.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-06-02 00:00:00,20.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,56.0,QC,2014-06-03 00:00:00,22.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-06-04 00:00:00,17.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-05 00:00:00,15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-06 00:00:00,18.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-06-07 00:00:00,18.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-08 00:00:00,19.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-06-09 00:00:00,19.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-06-10 00:00:00,17.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,37.0,QC,2014-06-11 00:00:00,17.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-06-12 00:00:00,14.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-06-13 00:00:00,15.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-14 00:00:00,16.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-06-15 00:00:00,16.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-16 00:00:00,16.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-06-17 00:00:00,19.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-06-18 00:00:00,20.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-06-19 00:00:00,16.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-06-20 00:00:00,13.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-06-21 00:00:00,12.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-22 00:00:00,14.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-23 00:00:00,17.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-06-24 00:00:00,17.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-25 00:00:00,19.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-06-26 00:00:00,19.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-27 00:00:00,19.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-28 00:00:00,19.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-06-29 00:00:00,21.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-06-30 00:00:00,23.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-07-01 00:00:00,26.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-07-02 00:00:00,24.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-03 00:00:00,18.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-07-04 00:00:00,18.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-07-05 00:00:00,20.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-07-06 00:00:00,21.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-07 00:00:00,19.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,74.0,QC,2014-07-08 00:00:00,24.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,61.0,QC,2014-07-09 00:00:00,17.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-10 00:00:00,16.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-11 00:00:00,16.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-12 00:00:00,19.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,48.0,QC,2014-07-13 00:00:00,19.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-07-14 00:00:00,19.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-15 00:00:00,17.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-07-16 00:00:00,19.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-17 00:00:00,16.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-07-18 00:00:00,19.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-19 00:00:00,18.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-20 00:00:00,22.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-07-21 00:00:00,21.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-07-22 00:00:00,23.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-23 00:00:00,20.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-24 00:00:00,16.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,46.0,QC,2014-07-25 00:00:00,18.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,50.0,QC,2014-07-26 00:00:00,20.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-07-27 00:00:00,19.8,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-07-28 00:00:00,16.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-29 00:00:00,15.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-07-30 00:00:00,15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,74.0,QC,2014-07-31 00:00:00,17.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-01 00:00:00,17.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-08-02 00:00:00,20.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-03 00:00:00,20.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-04 00:00:00,21.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-05 00:00:00,18.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-06 00:00:00,19.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-07 00:00:00,17.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-08-08 00:00:00,19.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-09 00:00:00,20.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-10 00:00:00,20.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-11 00:00:00,21.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,44.0,QC,2014-08-12 00:00:00,22.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,39.0,QC,2014-08-13 00:00:00,18.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-08-14 00:00:00,14.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-08-15 00:00:00,14.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-08-16 00:00:00,15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-17 00:00:00,17.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-08-18 00:00:00,13.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-19 00:00:00,15.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-20 00:00:00,17.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-21 00:00:00,21.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-22 00:00:00,20.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-23 00:00:00,20.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-24 00:00:00,20.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-08-25 00:00:00,21.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-08-26 00:00:00,21.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-27 00:00:00,,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-28 00:00:00,16.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-08-29 00:00:00,15.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-08-30 00:00:00,17.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-08-31 00:00:00,22.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-01 00:00:00,20.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-09-02 00:00:00,21.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-03 00:00:00,19.4,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,35.0,QC,2014-09-04 00:00:00,20.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,41.0,QC,2014-09-05 00:00:00,23.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,32.0,QC,2014-09-06 00:00:00,14.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-07 00:00:00,13.2,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-08 00:00:00,14.6,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-09 00:00:00,15.9,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-10 00:00:00,15.5,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,59.0,QC,2014-09-11 00:00:00,16.0,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-12 00:00:00,9.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,43.0,QC,2014-09-13 00:00:00,8.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-14 00:00:00,8.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-09-15 00:00:00,8.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-09-16 00:00:00,11.7,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-17 00:00:00,9.1,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,33.0,QC,2014-09-18 00:00:00,4.3,TROIS-RIVIERES,7018563,6857
-72.68333333333334,46.36666666666667,,0.0,QC,2014-09-19 00:00:00,4.2,TROIS-RIVIERES,7018563,6857
